"id","name","created","issn","homepage"
"2764415957","Steel construction today","2017-10-27","0950-9216",NULL
"2764448826","Journal of Japan Society for Fuzzy Theory and Systems","2017-10-27","0915-647X",NULL
"2764456641","European neurological review","2017-10-27","1758-3837",NULL
"2764521277","Transactions. Ophthalmological Society of the United Kingdom","2017-10-27",NULL,NULL
"2764562143","International Nano Letters","2017-10-27","2008-9295",NULL
"2764690789","Strategies: a journal for physical and sport educators","2017-10-27",NULL,NULL
"2764709495","Annals of the University of Craiova - Agriculture, Montanology, Cadastre Series","2017-10-27","1841-8317",NULL
"2764755308","Journal of Mycopathological Research","2017-10-27","0971-3719",NULL
"2764805055","Mechanical Engineer","2017-10-27",NULL,NULL
"2764833235","International Journal of Advance Research, Ideas and Innovations in Technology","2017-10-27","2454-132X",NULL
"2764867111","Gifted Child Today Magazine","2017-10-27",NULL,NULL
"2764908273","Journal of laparoendoscopic surgery","2017-10-27","1052-3901",NULL
"2764952351","Journal of the Institute of Actuaries","2017-10-27","2058-1009",NULL
"2764977103","Journal of King Saud University: Engineering Sciences","2017-10-27","1018-3639",NULL
"2765015196","Sunbird: Journal of the Queensland Ornithological Society","2017-10-27",NULL,NULL
"2765039435","International Journal of Innovation and Applied Studies","2017-10-27","2028-9324",NULL
"2765075872","Journal of The Academy of Clinical Microbiologists","2017-10-27",NULL,NULL
"1382107","Israel Journal of Mathematics","2016-06-24","0021-2172","http://www.springer.com/mathematics/journal/1185"
"12197022","Philips Journal of Research","2016-06-24","0165-5817",NULL
"18798220","Gff","2016-06-24",NULL,NULL
"28809945","Estuaries","2016-06-24","0160-8347",NULL
"28828462","Psychiatric Rehabilitation Journal","2016-06-24","1095-158X","http://www.apa.org/pubs/journals/prj/index.asp"
"29959626","Advances in Natural Sciences: Nanoscience and Nanotechnology","2016-06-24","2043-6262",NULL
"31672787","The European Journal of Contraception &amp; Reproductive Health Care","2016-06-24","1362-5187","http://www.tandfonline.com/iej"
"43434489","Journal of Veterinary Medical Education","2016-06-24","0748-321X",NULL
"43643205","Journal of Cellular Physiology","2016-06-24","0021-9541","http://onlinelibrary.wiley.com/journal/10.1002/%28issn%291097-465"
"44826309","Klinische Neurophysiologie","2016-06-24","1434-0275",NULL
"48277251","Crop Science","2016-06-24","0011-183X",NULL
"53270096","Fordham Urban Law Journal","2016-06-24","0199-4646","http://law.fordham.edu/ulj.ht"
"69446739","Nursing Management","2016-06-24","0744-6314","http://journals.rcni.com/journal/n"
"72159247","Ergonomics","2016-06-24","0014-0139",NULL
"77836351","Chicago Review","2016-06-24","0009-3696",NULL
"79004646","Seminars in Reproductive Endocrinology","2016-06-24",NULL,NULL
"83386566","Human Factors","2016-06-24","0018-7208","http://www.sagepub.com/journals/Journal201912/titl"
"106388446","Birth Defects Research Part A-clinical and Molecular Teratology","2016-06-24","1542-0752",NULL
"107049385","The British Journal for the Philosophy of Science","2016-06-24","0007-0882","http://bjps.oxfordjournals.org"
"113338421","International Journal of Business Performance Management","2016-06-24","1368-4892",NULL
"114976158","Synthetic Communications","2016-06-24","0039-7911","http://www.tandfonline.com/toc/lsyc20/curren"
"117031645","School Psychology Review","2016-06-24","0279-6015",NULL
"118905211","American Jewish History","2016-06-24","0164-0178","http://www.ajhs.org/scholarship/AJHjournal.cf"
"120683614","Security and Communication Networks","2016-06-24","1939-0122",NULL
"125685628","Journal of Fusion Energy","2016-06-24","0164-0313",NULL
"128536549","IEEE Transactions on Device and Materials Reliability","2016-06-24","1530-4388",NULL
"130854260","The Kitakanto Medical Journal","2016-06-24","1343-2826",NULL
"133363738","IEEE Transactions on Control Systems and Technology","2016-06-24","1063-6536","http://www.ieeecss.org/publications/tcs"
"143387647","DNA Research","2016-06-24","1340-2838","http://dnaresearch.oxfordjournals.org"
"143715161","Computer-aided Design and Applications","2016-06-24","1686-4360",NULL
"169490432","Focus on Exceptional Children","2016-06-24","0015-511X",NULL
"171970980","Transition: An International Review","2016-06-24",NULL,NULL
"174003050","At-automatisierungstechnik","2016-06-24",NULL,NULL
"174312932","Journal of Hospital Librarianship","2016-06-24","1532-3269",NULL
"174695746","Journal of Glaucoma","2016-06-24","1057-0829",NULL
"180067828","Revista Argentina De Clinica Psicologica","2016-06-24","0327-6716",NULL
"181424982","Geofisica Internacional","2016-06-24","0016-7169",NULL
"190179609","Japanese Journal of Pharmacology","2016-06-24","0021-5198",NULL
"192916955","Afinidad","2016-06-24","0001-9704",NULL
"194068381","Geologie En Mijnbouw","2016-06-24","0016-7746",NULL
"194633539","Paedagogica Historica","2016-06-24",NULL,NULL
"198205161","Menopause International","2016-06-24","1754-0453",NULL
"199832308","Human Genetics","2016-06-24","0340-6717","http://www.springer.com/biomed/human+genetics/journal/43"
"200862508","Genes, Chromosomes and Cancer","2016-06-24","1045-2257","http://www3.interscience.wiley.com/journal/38250/hom"
"203437305","Epigenetics","2016-06-24","1559-2294",NULL
"204809294","Molecular Physics","2016-06-24","0026-8976",NULL
"205866209","International Archives of Allergy and Immunology","2016-06-24","1018-2438",NULL
"933939914","Astrophysics","2016-06-24","0571-7256","http://link.springer.com/journal/1051"
"2489465877","Network Modeling Analysis in Health Informatics and BioInformatics","2016-08-23",NULL,NULL
"2595101014","arXiv: Distributed, Parallel, and Cluster Computing","2017-03-23",NULL,NULL
"2737308347","Revista da Faculdade de Ci&#x00EA;ncias M&#x00E9;dicas de Sorocaba","2017-07-31","1984-4840",NULL
"2739398188","Revue Marocaine des Sciences Agronomiques et V&#x00E9;t&#x00E9;rinaires","2017-07-31","2550-4401",NULL
"2752632052","Zeitschrift fu&#x0308;r die gesamte Hygiene und ihre Grenzgebiete","2017-09-15","0049-8610",NULL
"2754347792","Zahna&#x0308;rztliche Mitteilungen","2017-09-25","0044-1643",NULL
"2754355587","Revista espan&#x0303;ola de quimioterapia : publicacio&#x0301;n oficial de la Sociedad Espan&#x0303;ola de Quimioterapia","2017-09-25","0214-3429",NULL
"2754855339","Nursing RSA","2017-09-25","0258-1647",NULL
"2754932047","The Florida nurse","2017-09-25","0015-4199",NULL
"2755416883","Lotta contro la tubercolosi","2017-09-25","0024-6638",NULL
"2755633404","Journal de pharmacie de Belgique","2017-09-25","0047-2166",NULL
"2755793164","Computers in healthcare","2017-09-25","0745-1075",NULL
"2755862238","Journal of the California Dental Association","2017-09-25","1043-2256",NULL
"2756002900","Ceska&#x0301; gynekologie / Ceska&#x0301; le&#x0301;karska&#x0301; spolecnost J. Ev. Purkyne","2017-09-25","1210-7832",NULL
"2764415264","Journal of Japan Glaucoma Society","2017-10-27",NULL,NULL
"2764417250","Xinjiang Petroleum Geology","2017-10-27","1001-3873",NULL
"2764423710","Journal of Tourism Challenges and Trends","2017-10-27","1844-9743",NULL
"2764463318","Journal of AIDS and HIV Research","2017-10-27","2141-2359",NULL
"2764483665","Ecology &amp; Safety","2017-10-27",NULL,NULL
"2764501496","The transactions of the Institute of Electrical Engineers of Japan.A","2017-10-27","0385-4205",NULL
"2764510487","Engineering Science and Technology, an International Journal","2017-10-27","2215-0986",NULL
"2764525750","Anadolu University Journal of Social Sciences","2017-10-27",NULL,NULL
"2764581295","Canadian review of comparative literature","2017-10-27","0319-051X",NULL
"2764624424","Scandinavian Journal of Public Administration","2017-10-27","2001-7413",NULL
"2764638335","Journal of Nursing and Midwifery Sciences","2017-10-27",NULL,NULL
"2764681788","journal of current ophthalmology","2017-10-27","2452-2325",NULL
"2764730099","Seminars in psychiatry","2017-10-27","0037-1971",NULL
"2764764316","The Australian Nursing and Midwifery Journal","2017-10-27",NULL,NULL
"2764768911","B.C. Journal of Special Education","2017-10-27","0704-7509",NULL
"2764787460","Japanese Journal of Rheumatism and Joint Surgery","2017-10-27","0287-3214",NULL
"2764883280","Pakistan Journal of Public Health","2017-10-27","2225-0891",NULL
"2764903122","Journal of Shanghai Jiaotong University","2017-10-27","0411-972X",NULL
"2764910039","Journal of the Meteorological Society of Japan","2017-10-27",NULL,NULL
"2764910179","International Journal for Scientific Research and Development","2017-10-27","2321-0613",NULL
"2765028936","New Zealand studies in applied linguistics","2017-10-27","1173-5562",NULL
"2765060240","Urban Environment &amp; Urban Ecology","2017-10-27",NULL,NULL
"2898089267","Revue Fran&#x00E7;aise des Laboratoires","2018-11-02","0338-9898","https://www.sciencedirect.com/journal/revue-francaise-des-laboratoire"
"9211381","Creativity Research Journal","2016-06-24","1040-0419",NULL
"13624874","Quality Engineering","2016-06-24","0898-2112","http://www.tandfonline.com/action/aboutThisJournal?journalCode=lqen2"
"22523967","Aesthetic Plastic Surgery","2016-06-24","0364-216X",NULL
"26208059","Journal of The Optical Society of America A-optics Image Science and Vision","2016-06-24",NULL,NULL
"33415168","Studies in Comparative Communism","2016-06-24","0039-3592",NULL
"38879697","Actas Urologicas Espanolas","2016-06-24","0210-4806",NULL
"49405560","Ethnohistory","2016-06-24","0014-1801","http://ethnohistory.dukejournals.org"
"51788407","East Asia","2016-06-24","1096-6838",NULL
"52086871","Indian Journal of Pathology &amp; Microbiology","2016-06-24","0377-4929","http://www.ijpmonline.org"
"56772071","Tappi Journal","2016-06-24","0734-1415",NULL
"62543322","Clinical Obstetrics and Gynecology","2016-06-24","0009-9201",NULL
"71783669","Review of International Economics","2016-06-24","0965-7576",NULL
"72499069","IEEE Photonics Journal","2016-06-24","1943-0647",NULL
"73311515","Place Branding and Public Diplomacy","2016-06-24","1751-8040",NULL
"80334769","Psychopharmacology","2016-06-24","0033-3158","http://www.springer.com/biomed/neuroscience/journal/21"
"92536015","Measurement Science Review","2016-06-24","1335-8871",NULL
"94195887","Supreme Court Review","2016-06-24","0081-9557","https://www.law.uchicago.edu/supremecourt/supremecourt.htm"
"103683400","Journal of Autonomic Pharmacology","2016-06-24","1365-2680",NULL
"107905979","Arthroscopy","2016-06-24","0749-8063","http://www.arthroscopyjournal.org"
"111448270","Arctic, Antarctic, and Alpine Research","2016-06-24","1523-0430","http://aaarjournal.org"
"116621642","Australian Journal of Public Health","2016-06-24","1035-7319",NULL
"118480599","Current Drug Targets - Immune, Endocrine &amp; Metabolic Disorders","2016-06-24","1568-0088",NULL
"119771102","International Journal of Language &amp; Communication Disorders","2016-06-24","1368-2822","http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291460-698"
"124504522","Information Systems Management","2016-06-24","1058-0530",NULL
"127771590","Intech","2016-06-24","0192-303X",NULL
"128616662","Journal of Applied Biomaterials &amp; Biomechanics","2016-06-24","1722-6899",NULL
"129765729","Current Atherosclerosis Reports","2016-06-24","1523-3804",NULL
"133901672","Journal of the Association of Nurses in AIDS Care","2016-06-24","1055-3290","http://www.nursesinaidscarejournal.org"
"140884253","Current Drug Targets","2016-06-24","1389-4501",NULL
"141282100","Zeitschrift Fur Rheumatologie","2016-06-24","0340-1855",NULL
"147269504","Journal of Polymer Science: Polymer Letters Edition","2016-06-24","1543-0472",NULL
"156208185","Molecular Cell","2016-06-24","1097-2765","http://www.cell.com/molecular-cell"
"157684461","Pollack Periodica","2016-06-24","1788-1994",NULL
"158932249","Ethnography","2016-06-24","1466-1381","http://www.sagepub.com/journals/Journal200906/titl"
"159328373","Dialog-a Journal of Theology","2016-06-24","0012-2033",NULL
"171512606","Journal of Physics and Chemistry of Solids","2016-06-24","0022-3697",NULL
"171987449","Zeitschrift f&#x00FC;r anorganische und allgemeine Chemie","2016-06-24","0044-2313","http://www.wiley-vch.de/publish/en/journals/alphabeticIndex/2260"
"180263418","Journal of Visual Impairment &amp; Blindness","2016-06-24","0145-482X",NULL
"181963958","Poznan Studies in Contemporary Linguistics","2016-06-24","1732-0747",NULL
"188582317","Chemistry-an Asian Journal","2016-06-24","1861-471X",NULL
"189738091","Consumption Markets &amp; Culture","2016-06-24","1025-3866",NULL
"191012840","Piel","2016-06-24","0213-9251",NULL
"198035802","Annales Historiques De La Revolution Francaise","2016-06-24","0003-4436",NULL
"199215981","International Journal of Engineering Systems Modelling and Simulation","2016-06-24","1755-9758",NULL
"207496920","Journal of Animal and Veterinary Advances","2016-06-24","1680-5593",NULL
"207968300","International Journal on Disability and Human Development","2016-06-24","2191-0367",NULL
"1002109714","Comunicacion Y Sociedad","2016-06-24","2386-7876",NULL
"2478681259","Danish Medical Journal","2016-08-23","2245-1919",NULL
"2489169438","R Journal","2016-08-23","2073-4859",NULL
"2496126384","Drug Design Development and Therapy","2016-08-23","1177-8881","http://www.dovepress.com/drug-design-development-and-therapy-journa"
"2596562499","arXiv: Combinatorics","2017-03-23",NULL,NULL
"2596828805","arXiv: Earth and Planetary Astrophysics","2017-03-23",NULL,NULL
"2736414006","European Journal of Human Movement","2017-07-31","2386-4095",NULL
"2737283001","Israel Journal of Health Policy Research","2017-07-31","2045-4015",NULL
"2737632977","The Reading Matrix : an International Online Journal","2017-07-31","1533-242X",NULL
"2738103166","Journal of Corporate Responsibility and Leadership","2017-07-31","2392-2699",NULL
"2738407129","Archivos Latinoamericanos de Producci&#x00F3;n Animal","2017-07-31","1022-1301",NULL
"2739106167","Acta Crystallographica Section E: Crystallographic Communications","2017-07-31","2056-9890",NULL
"2753707560","Radiobiologiia","2017-09-15","0033-8192",NULL
"2754539324","Problemy gematologii i perelivaniia krovi","2017-09-25","0552-2080",NULL
"2754709953","Industrial medicine &amp; surgery","2017-09-25","0019-8536",NULL
"2755382135","AMB : revista da Associac&#x0327;a&#x0303;o Me&#x0301;dica Brasileira","2017-09-25","0102-843X",NULL
"2755680754","Folia Endocrinologica Japonica","2017-09-25",NULL,NULL
"2756097606","Convulsive therapy","2017-09-25","0749-8055",NULL
"2764359390","The Arizona nurse","2017-10-27","0004-1599",NULL
"2764371252","Archives of Rheumatology","2017-10-27","2148-5046",NULL
"2764381696","SOTER: Journal of Religious Science","2017-10-27","2335-8785",NULL
"2764496844","Research in review","2017-10-27",NULL,NULL
"2764507429","International Journal of Multidisciplinary Education and Research","2017-10-27",NULL,NULL
"2764551134","Bulletin of the School of Medicine","2017-10-27",NULL,NULL
"2764598733","Journal of imaging science","2017-10-27","8750-9237",NULL
"2764625259","Review of automotive engineering","2017-10-27","1349-4724",NULL
"2764698227","Iraqi journal of Veterinary Sciences","2017-10-27","1607-3894",NULL
"2764719521","Journal of the Environmental Engineering Division","2017-10-27","0090-3914",NULL
"2764770930","Applied Medical Informatics","2017-10-27","2067-7855",NULL
"2764786431","Studies on History Education","2017-10-27","1738-7639",NULL
"2764786856","Journal of Chemical and Petroleum Engineering","2017-10-27","2423-673X",NULL
"2764794316","Studies in travel writing","2017-10-27","1364-5145",NULL
"2764813145","Japanese journal of mathematics :transactions and abstracts","2017-10-27","0075-3432",NULL
"2764836813","International Journal for Lesson and Learning Studies","2017-10-27","2046-8253",NULL
"2764842665","Journal of agricultural science &amp; technology A","2017-10-27","2161-6256",NULL
"2764913003","Clinical and experimental neurology","2017-10-27","0196-6383",NULL
"2764930075","The Compendium of continuing education in dentistry","2017-10-27","0734-0338",NULL
"2764959757","Optics &amp; Optoelectronic Technology","2017-10-27",NULL,NULL
"2765027469","Boston College Journal of Law and Social Justice","2017-10-27",NULL,NULL
"2765029864","Melbourne historical journal","2017-10-27","0076-6232",NULL
"2765049335","The EGU General Assembly","2017-10-27",NULL,NULL
"2765070157","Memoirs of the Fukui Institute of Technology","2017-10-27","0286-8571",NULL
"3006283864","SocArXiv","2020-02-24",NULL,"https://socarxiv.org"
"452692","Holocaust and Genocide Studies","2016-06-24","1476-7937","http://hgs.oxfordjournals.org"
"1093243","Progress in Neurology and Psychiatry","2016-06-24","1367-7543",NULL
"4847439","Water and Environment Journal","2016-06-24","1747-6593",NULL
"10422724","Acute Cardiac Care","2016-06-24","1748-2941",NULL
"11454955","Inpharma Weekly","2016-06-24","1173-8324",NULL
"11564597","Transplantation","2016-06-24","0041-1337",NULL
"14376486","Histopathology","2016-06-24","0309-0167","http://www.wiley.com/bw/journal.asp?ref=0309-016"
"14763180","Women: A Cultural Review","2016-06-24","0957-4042",NULL
"16737290","Wear","2016-06-24","0043-1648","http://www.elsevier.com/wps/find/journaldescription.cws_home/504107/descriptio"
"17614598","Sensor Letters","2016-06-24","1546-1971",NULL
"17850451","Journal of Graphics Tools","2016-06-24","2165-347X","http://www.tandfonline.com/action/journalInformation?journalCode=ujgt2"
"29700815","Iberoromania","2016-06-24","0019-0993",NULL
"37362813","Journal of Clinical Pathology","2016-06-24","0021-9746","http://jcp.bmjjournals.com"
"38613568","Journal of Change Management","2016-06-24","1469-7017",NULL
"39311550","Journal of The National Cancer Institute Monographs","2016-06-24","1052-6773",NULL
"46999441","Bulletin de la Soci&#x00E9;t&#x00E9; de Linguistique de Paris","2016-06-24","0037-9069",NULL
"47823441","Qualitative Theory of Dynamical Systems","2016-06-24","1575-5460",NULL
"53107364","Industrial &amp; Engineering Chemistry Process Design and Development","2016-06-24","0196-4305",NULL
"54401246","Russian Social Science Review","2016-06-24",NULL,NULL
"57227388","Nursing Research","2016-06-24","0029-6562",NULL
"61214370","Bosque (valdivia)","2016-06-24",NULL,NULL
"65364685","JAMA Internal Medicine","2016-06-24","2168-6106","http://archinte.ama-assn.org"
"70053155","Lancet Neurology","2016-06-24","1474-4422",NULL
"70837955","Inorganic Materials","2016-06-24","0020-1685",NULL
"70935693","Japan and the World Economy","2016-06-24","0922-1425","http://www.elsevier.com/wps/find/journaldescription.cws_home/505557/descriptio"
"81083566","Journal of Environmental Quality","2016-06-24","0047-2425",NULL
"84409260","Biodata Mining","2016-06-24","1756-0381",NULL
"84567376","Journal of Bone and Joint Surgery-british Volume","2016-06-24",NULL,NULL
"87781914","Research in Autism Spectrum Disorders","2016-06-24","1750-9467","http://www.journals.elsevier.com/research-in-autism-spectrum-disorders"
"90790169","Journal of Veterinary Epidemiology","2016-06-24","1343-2583",NULL
"91250677","IEEE Transactions on Military Electronics","2016-06-24","0536-1559",NULL
"91402920","Nordisk Psykologi","2016-06-24","0029-1463",NULL
"92138233","Journal of The Japan Society of Photogrammetry and Remote Sensing","2016-06-24",NULL,NULL
"95464858","Econometrica","2016-06-24","0012-9682","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-026"
"98010888","Journal of the National Cancer Institute","2016-06-24","0027-8874","http://jnci.oxfordjournals.org"
"99248529","Bulletin of Marine Science","2016-06-24","0007-4977","http://www.rsmas.miami.edu/bms"
"105236765","Contemporary Psychoanalysis","2016-06-24","0010-7530","http://www.wawhite.org/index.php?page=contemporary-psychoanalysi"
"108730730","Bulletin of The Geological Society of China","2016-06-24",NULL,NULL
"121660858","Alpha (osorno)","2016-06-24","0716-4254",NULL
"125111321","Manuelle Medizin","2016-06-24","0025-2514",NULL
"125446444","Swiss Medical Weekly","2016-06-24","1424-3997","http://blog.smw.ch"
"134523523","South African Journal of International Affairs","2016-06-24","1022-0461",NULL
"134674912","Metallomics","2016-06-24","1756-5901","http://www.rsc.org/Publishing/Journals/mt/index.as"
"144119614","Annals of Forest Science","2016-06-24",NULL,NULL
"153469747","Design Journal","2016-06-24","1460-6925",NULL
"153697720","Journal of Orofacial Orthopedics-fortschritte Der Kieferorthopadie","2016-06-24",NULL,NULL
"154018073","Psycho-oncologie","2016-06-24","1778-3798",NULL
"157616481","Emergency Medicine Clinics of North America","2016-06-24","0733-8627",NULL
"162003222","Journal of Mechanical Engineering","2016-06-24","1823-5514",NULL
"165333527","Cell Transplantation","2016-06-24","0963-6897",NULL
"165492527","The Economic History Review","2016-06-24","0013-0117","http://www.ehs.org.uk/journal/index.htm"
"170524175","Current Opinion in Drug Discovery &amp; Development","2016-06-24","1367-6733",NULL
"171036940","Journal of Research in Science Teaching","2016-06-24","0022-4308",NULL
"172622653","The Aging Male","2016-06-24","1368-5538","http://www.tandfonline.com/ita"
"172782825","California Management Review","2016-06-24","0008-1256",NULL
"180723199","Agribusiness","2016-06-24","0742-4477",NULL
"200416800","Clinical Epigenetics","2016-06-24","1868-7075",NULL
"202893285","Journal of The Society of Christian Ethics","2016-06-24","1540-7942",NULL
"203068981","Forum for Modern Language Studies","2016-06-24","0015-8518",NULL
"974209322","Polymer-korea","2016-06-24","0379-153X",NULL
"2596886445","arXiv: Statistical Mechanics","2017-03-23",NULL,NULL
"2736942123","Sustainability : Science, Practice and Policy","2017-07-31","1548-7733",NULL
"2751398541","Revista medico-chirurgicala&#x0306;&#x0306; a Societa&#x0306;&#x0306;t&#x0327;&#x031C;ii de Medici s&#x0327;&#x0327;i Naturalis&#x0327;&#x0327;ti din Ias&#x0327;&#x0327;i","2017-09-15","0048-7848",NULL
"2754280391","Emergency medical services","2017-09-25","0094-6575",NULL
"2754400723","Canadian journal of comparative medicine and veterinary science","2017-09-25","0316-5957",NULL
"2754599785","Biomedical Reports","2017-09-25","2049-9434",NULL
"2754957279","The Mississippi doctor","2017-09-25",NULL,NULL
"2755423065","Krankenpflege (Germany)","2017-09-25",NULL,NULL
"2764351440","Accounting and Taxation","2017-10-27","1944-592X",NULL
"2764377682","Indian Coconut Journal","2017-10-27","0970-0579",NULL
"2764394121","Language, individual &amp; society","2017-10-27","1313-2547",NULL
"2764421387","SKUAST Journal of Research","2017-10-27","0972-1126",NULL
"2764424678","Journal of Museum Education","2017-10-27","1059-8650",NULL
"2764459744","Journal of Education and Training","2017-10-27","0040-0912",NULL
"2764565258","The Journal of College and University Student Housing","2017-10-27",NULL,NULL
"2764718567","The European respiratory journal. Supplement","2017-10-27","0904-1850",NULL
"2764759637","Health psychology open","2017-10-27","2055-1029",NULL
"2764766708","Microbiology spectrum","2017-10-27","2165-0497",NULL
"2764785799","Iberoamericana: Nordic Journal of Latin American and Caribbean Studies","2017-10-27","0046-8444",NULL
"2764825312","IEICE technical report. Image engineering","2017-10-27",NULL,NULL
"2764862392","The Personnel journal","2017-10-27","0031-5745",NULL
"2764918247","Cogent Education","2017-10-27","2331-186X",NULL
"2764939381","The John Marshall Journal of Information Technology &amp; Privacy Law","2017-10-27",NULL,NULL
"2764981261","Weed&amp;Turfgrass Science","2017-10-27","2287-7924",NULL
"2765030139","Recreational Sports Journal","2017-10-27","1558-8661",NULL
"2765055740","Asia-Pacific Journal of Business Venturing and Entrepreneurship","2017-10-27","1975-7557",NULL
"2898220704","International Journal of Veterinary Science and Medicine","2018-11-02","2314-4599","https://www.journals.elsevier.com/international-journal-of-veterinary-science-and-medicin"
"568598","Archives of Gynecology and Obstetrics","2016-06-24","0932-0067",NULL
"14279044","IEEE Transactions on Nuclear Science","2016-06-24","0018-9499",NULL
"16507453","Peritia","2016-06-24","0332-1592","http://www.peritia.ie"
"16904162","Foundations of Physics","2016-06-24","0015-9018","http://www.springer.com/1070"
"17550286","Ostomy Wound Management","2016-06-24","0889-5899",NULL
"24905788","Plains Anthropologist","2016-06-24","0032-0447",NULL
"32570389","Acta Scientiarum. Health Science","2016-06-24","1679-9291",NULL
"33142482","New Zealand Journal of Marine and Freshwater Research","2016-06-24","0028-8330",NULL
"40303635","Journal of Radiation Research","2016-06-24","0449-3060",NULL
"43450606","Innovations in Education and Training International","2016-06-24","1355-8005",NULL
"44429004","African Journal of Agricultural Research","2016-06-24","1991-637X",NULL
"45258403","Canadian Journal of Anaesthesia-journal Canadien D Anesthesie","2016-06-24",NULL,NULL
"48783313","Media, War &amp; Conflict","2016-06-24","1750-6352","http://mwc.sagepub.com"
"48977010","Nature Geoscience","2016-06-24","1752-0894","http://www.nature.com/ngeo"
"53517189","Planning Practice and Research","2016-06-24","0269-7459",NULL
"58516903","Journal of Cleaner Production","2016-06-24","0959-6526",NULL
"62391475","Soil Biology &amp; Biochemistry","2016-06-24","0038-0717",NULL
"64218087","Entreprises Et Histoire","2016-06-24","1161-2770",NULL
"66810094","Journal of Criminal Law &amp; Criminology","2016-06-24","0091-4169","http://www.law.northwestern.edu/jclc"
"67542566","University of Western Sydney Law Review","2016-06-24","1446-9294","http://uws.clients.squiz.net/sol/school_of_law/research/uws_law_revie"
"70681891","Journal of Materials Engineering and Performance","2016-06-24","1059-9495","http://www.springer.com/materials/characterization+%26+evaluation/journal/1166"
"74941265","Current Eye Research","2016-06-24","0271-3683",NULL
"74992862","Inorganic and Nuclear Chemistry Letters","2016-06-24","0020-1650",NULL
"75679255","European Journal of Mechanics B-fluids","2016-06-24","0997-7546",NULL
"88812196","Journal of Cancer Science &amp; Therapy","2016-06-24","1948-5956",NULL
"89689683","Rapid Communications in Mass Spectrometry","2016-06-24","0951-4198","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-023"
"92531173","Chemotherapy","2016-06-24","0009-3157","http://www.karger.com/Journal/Home/22383"
"97205441","Journal of Drug Delivery Science and Technology","2016-06-24","1773-2247",NULL
"102451085","Journal of Bioequivalence &amp; Bioavailability","2016-06-24","0975-0851",NULL
"108927298","Polar Geography","2016-06-24","1088-937X","http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=tpog2"
"110410232","HSS Journal","2016-06-24","1556-3316","http://www.springer.com/medicine/orthopedics/journal/1142"
"111163638","Journal of Molecular and Cellular Cardiology","2016-06-24","0022-2828",NULL
"113178815","The Analysis of Verbal Behavior","2016-06-24","0889-9401",NULL
"115815424","Journal of Invertebrate Pathology","2016-06-24","0022-2011","http://www.elsevier.com/wps/find/journaldescription.cws_home/622883/descriptio"
"117296209","Journal of Turbomachinery-transactions of The Asme","2016-06-24",NULL,NULL
"118637542","European Journal of International Management","2016-06-24","1751-6757",NULL
"130623406","Wiley Interdisciplinary Reviews: Cognitive Science","2016-06-24","1939-5078","http://wires.wiley.com/WileyCDA/WiresJournal/wisId-WCS.htm"
"131791641","Cardiovascular Drugs and Therapy","2016-06-24","0920-3206",NULL
"134644764","Journal of Agricultural and Food Chemistry","2016-06-24","0021-8561","http://pubs.acs.org/journal/jafca"
"147539111","Neuropsychobiology","2016-06-24","0302-282X",NULL
"149146142","International Journal of Innovation and Technology Management","2016-06-24","0219-8770","http://www.worldscinet.com/ijitm/ijitm.shtm"
"150411170","Harm Reduction Journal","2016-06-24","1477-7517",NULL
"157485431","Journal of Travel Research","2016-06-24","0047-2875","http://www.sagepub.com/journals/Journal200788/titl"
"161990933","International Journal of Electronic Marketing and Retailing","2016-06-24","1741-1025",NULL
"162052592","Journal of Medical Case Reports","2016-06-24","1752-1947","http://www.jmedicalcasereports.com"
"169670664","Wsq: Women&#039;s Studies Quarterly","2016-06-24",NULL,NULL
"172552266","Rare Metals","2016-06-24","1001-0521",NULL
"174951568","Surgeon-journal of The Royal Colleges of Surgeons of Edinburgh and Ireland","2016-06-24","1479-666X",NULL
"177146671","Sexuality and Disability","2016-06-24","0146-1044",NULL
"179028992","West European Politics","2016-06-24","0140-2382","http://www.tandfonline.com/action/aboutThisJournal?journalCode=fwep2"
"185153313","Activities, Adaptation &amp; Aging","2016-06-24","0192-4788",NULL
"186178718","Klinische Padiatrie","2016-06-24","0300-8630",NULL
"186254152","Journal of Thermal Science and Engineering Applications","2016-06-24","1948-5085",NULL
"188085164","Molecular Biology of the Cell","2016-06-24","1059-1524","http://www.molbiolcell.org"
"188370832","Veterinary and Human Toxicology","2016-06-24","0145-6296",NULL
"193624734","IEEE Transactions on Aerospace and Electronic Systems","2016-06-24","0018-9251",NULL
"199464710","Laeknabladid","2016-06-24","0023-7213",NULL
"201045011","Veterinary Clinics of North America-small Animal Practice","2016-06-24","0195-5616",NULL
"202658786","Channels","2016-06-24","1933-6950",NULL
"203371744","International Journal of Environmental Analytical Chemistry","2016-06-24","0306-7319",NULL
"205188871","Media History","2016-06-24","1368-8804",NULL
"2497912916","Carbon Management","2016-08-23","1758-3004",NULL
"2735374455","International Journal of Constitutional Law","2017-07-21",NULL,NULL
"2737527153","Revista de Ci&#x00EA;ncias Agr&#x00E1;rias","2017-07-31","0871-018X",NULL
"2737597509","Tempo e Argumento","2017-07-31","2175-1803",NULL
